Date,Apt,Floor_plan,Beds/Baths,Rent,Deposit,Sq.Ft,Limited_Time_Offer,Available
20230602,talisman,C6 (2x2),2 Bed 2 Bath,ContactUs,$300,1170 sq.ft.,None,N/A
20230602,talisman,CL3 (2x2),2 Bed 2 Bath,"$3,499",$300,1228 - 1296 sq.ft.,None,N/A
20230602,talisman,CL1 (2x2),2 Bed 2 Bath,ContactUs,$300,1265 - 1297 sq.ft.,None,N/A
20230602,talisman,CL8 (2x2),2 Bed 2 Bath,ContactUs,$300,1360 sq.ft.,None,N/A
20230602,talisman,CL11 (2x2),2 Bed 2 Bath,ContactUs,$300,1422 sq.ft.,None,N/A
20230602,talisman,D1 (3x2),3 Bed 2 Bath,ContactUs,$300,1241 - 1362 sq.ft.,None,N/A
20230602,talisman,CL7 (2x2),2 Bed 2 Bath,ContactUs,$300,1362 sq.ft.,None,N/A
20230602,talisman,DL2 (3x2),3 Bed 2 Bath,ContactUs,$300,1428 sq.ft.,None,N/A
20230602,talisman,DL1 (3x2),3 Bed 2 Bath,ContactUs,$300,1521 sq.ft.,None,N/A
20230602,modera,S01,Studio / 1 ba,"Starting from $1,784/month",$300,477+,/,"Available Jun 03, 2023"
20230602,modera,S01L,Studio / 1 ba,"Starting from $2,527/month",$300,641+,/,Only One Left!
20230602,modera,S02,Studio / 1 ba,"Starting from $1,980/month",$300,498+,/,"Available Jun 04, 2023"
20230602,modera,A01,1 bd/1 ba,"Starting from $2,090/month",$300,531,/,"Available Jun 11, 2023"
20230602,modera,A05,1 bd/1 ba,"Starting from $2,005/month",$300,596,/,"Available Jun 08, 2023"
20230602,modera,A05L,1 bd/1 ba,"Starting from $2,695/month",$300,735,/,"Available Jun 16, 2023"
20230602,modera,A09,1 bd/1 ba,"$2,345/month",$300,640,/,Only One Left!
20230602,modera,A10,1 bd/1 ba,"Starting from $2,460/month",$300,672+,/,"Available Jun 07, 2023"
20230602,modera,A11,1 bd/1 ba,"Starting from $2,535/month",$300,667,/,"Available Jul 09, 2023"
20230602,modera,A13D,1 bd/1 ba,"Starting from $2,778/month",$300,751,/,"Available Jun 09, 2023"
20230602,modera,B02,2 bd/2 ba,"Starting from $3,181/month",$300,989+,/,"Available Jun 08, 2023"
20230602,modera,B03,2 bd/2 ba,"Starting from $3,426/month",$300,"1,039+",/,"Available Jun 03, 2023"
20230602,modera,B07,2 bd/2 ba,"Starting from $3,511/month",$300,"1,233",/,Only One Left!
20230602,modera,S01L,Studio / 1 ba,"Starting from $2,527/month",$300,641+,/,Only One Left!
20230602,modera,A05L,1 bd/1 ba,"Starting from $2,695/month",$300,735,/,"Available Jun 16, 2023"
