Date,Apt,Floor_plan,Beds/Baths,Rent,Deposit,Sq.Ft,Limited_Time_Offer,Available
20230420,talisman,C3 (2x2),2 Bed 2 Bath,"$2,533",$300,1010 - 1103 sq.ft.,None,N/A
20230420,talisman,C1 (2x2),2 Bed 2 Bath,"$3,148",$300,1029 - 1294 sq.ft.,None,N/A
20230420,talisman,C10 (2x2),2 Bed 2 Bath,ContactUs,$300,1073 - 1207 sq.ft.,None,N/A
20230420,talisman,C2 (2x2),2 Bed 2 Bath,"$3,093",$300,1088 - 1243 sq.ft.,None,N/A
20230420,talisman,C8 (2x2),2 Bed 2 Bath,"$3,094",$300,1155 sq.ft.,None,N/A
20230420,talisman,C11 (2x2),2 Bed 2 Bath,"$3,119",$300,1161 sq.ft.,None,N/A
20230420,talisman,C6 (2x2),2 Bed 2 Bath,ContactUs,$300,1170 sq.ft.,None,N/A
20230420,talisman,Loft Two Bedroom,2 Bed 2 Bath,ContactUs,$300,1362 sq.ft.,None,N/A
20230420,talisman,2x2 Plus,3 Bed 2 Bath,ContactUs,$300,1362 sq.ft.,None,N/A
20230420,talisman,Loft Three Bedroom,3 Bed 2 Bath,ContactUs,$300,1521 sq.ft.,None,N/A
20230420,modera,S01,Studio / 1 ba,"Starting from $1,774/month",$300,477+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230420,modera,S01L,Studio / 1 ba,"Starting from $2,517/month",$300,641+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230420,modera,S02,Studio / 1 ba,"Starting from $1,970/month",$300,498+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230420,modera,A03,1 bd/1 ba,"Starting from $1,906/month",$300,553+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230420,modera,A05,1 bd/1 ba,"Starting from $1,945/month",$300,596,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230420,modera,A06,1 bd/1 ba,"Starting from $2,085/month",$300,606,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230420,modera,A07,1 bd/1 ba,"Starting from $2,372/month",$300,634+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230420,modera,A08,1 bd/1 ba,"Starting from $2,137/month",$300,670,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230420,modera,A09,1 bd/1 ba,"Starting from $2,370/month",$300,640,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230420,modera,A10,1 bd/1 ba,"Starting from $2,422/month",$300,672+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230420,modera,A12,1 bd/1 ba,"Starting from $2,536/month",$300,751+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230420,modera,A16D,1 bd/1 ba,"Starting from $2,980/month",$300,882,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230420,modera,B01,2 bd/2 ba,"Starting from $3,069/month",$300,961,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230420,modera,B02,2 bd/2 ba,"Starting from $2,778/month",$300,989+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230420,modera,B03,2 bd/2 ba,"Starting from $3,286/month",$300,"1,039+",/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230420,modera,B05,2 bd/2 ba,"Starting from $3,327/month",$300,"1,124+",/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230420,modera,B07,2 bd/2 ba,"Starting from $3,345/month",$300,"1,233",/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230420,modera,S01L,Studio / 1 ba,"Starting from $2,517/month",$300,641+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
